"initial_block","block_transitioned_to","agegrp","sex","oud","distribution","param1","param2"
"Methadone","No_Treatment","75_79","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","75_79","Female","Active","norm",0,0
"Methadone","No_Treatment","75_79","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","80_84","Male","Active","norm",0,0
"Methadone","No_Treatment","80_84","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","80_84","Female","Active","norm",0,0
"Methadone","No_Treatment","80_84","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","85_99","Male","Active","norm",0,0
"Methadone","No_Treatment","85_99","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","85_99","Female","Active","norm",0,0
"Methadone","No_Treatment","85_99","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","10_14","Male","Active","norm",0,0
"Methadone","Buprenorphine","10_14","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","10_14","Female","Active","norm",0,0
"Methadone","Buprenorphine","10_14","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","15_19","Male","Active","norm",0,0
"Methadone","Buprenorphine","15_19","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","15_19","Female","Active","norm",0,0
"Methadone","Buprenorphine","15_19","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","20_24","Male","Active","norm",0,0
"Methadone","Buprenorphine","20_24","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","20_24","Female","Active","norm",0,0
"Methadone","Buprenorphine","20_24","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","25_29","Male","Active","norm",0,0
"Methadone","Buprenorphine","25_29","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","25_29","Female","Active","norm",0,0
"Methadone","Buprenorphine","25_29","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","30_34","Male","Active","norm",0,0
"Methadone","Buprenorphine","30_34","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","30_34","Female","Active","norm",0,0
"Methadone","Buprenorphine","30_34","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","35_39","Male","Active","norm",0,0
"Methadone","Buprenorphine","35_39","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","35_39","Female","Active","norm",0,0
"Methadone","Buprenorphine","35_39","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","40_44","Male","Active","norm",0,0
"Methadone","Buprenorphine","40_44","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","40_44","Female","Active","norm",0,0
"Methadone","Buprenorphine","40_44","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","45_49","Male","Active","norm",0,0
"Methadone","Buprenorphine","45_49","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","45_49","Female","Active","norm",0,0
"Methadone","Buprenorphine","45_49","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","50_54","Male","Active","norm",0,0
"Methadone","Buprenorphine","50_54","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","50_54","Female","Active","norm",0,0
"Methadone","Buprenorphine","50_54","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","55_59","Male","Active","norm",0,0
"Methadone","Buprenorphine","55_59","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","55_59","Female","Active","norm",0,0
"Methadone","Buprenorphine","55_59","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","60_64","Male","Active","norm",0,0
"Methadone","Buprenorphine","60_64","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","60_64","Female","Active","norm",0,0
"Methadone","Buprenorphine","60_64","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","65_69","Male","Active","norm",0,0
"Methadone","Buprenorphine","65_69","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","65_69","Female","Active","norm",0,0
"Methadone","Buprenorphine","65_69","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","70_74","Male","Active","norm",0,0
"Methadone","Buprenorphine","70_74","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","70_74","Female","Active","norm",0,0
"Methadone","Buprenorphine","70_74","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","75_79","Male","Active","norm",0,0
"Methadone","Buprenorphine","75_79","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","75_79","Female","Active","norm",0,0
"Methadone","Buprenorphine","75_79","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","80_84","Male","Active","norm",0,0
"Methadone","Buprenorphine","80_84","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","80_84","Female","Active","norm",0,0
"Methadone","Buprenorphine","80_84","Female","Nonactive","norm",0,0
"Methadone","Buprenorphine","85_99","Male","Active","norm",0,0
"Methadone","Buprenorphine","85_99","Male","Nonactive","norm",0,0
"Methadone","Buprenorphine","85_99","Female","Active","norm",0,0
"Methadone","Buprenorphine","85_99","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","10_14","Male","Active","norm",0,0
"Methadone","Naltrexone","10_14","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","10_14","Female","Active","norm",0,0
"Methadone","Naltrexone","10_14","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","15_19","Male","Active","norm",0,0
"Methadone","Naltrexone","15_19","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","15_19","Female","Active","norm",0,0
"Methadone","Naltrexone","15_19","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","20_24","Male","Active","norm",0,0
"Methadone","Naltrexone","20_24","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","20_24","Female","Active","norm",0,0
"Methadone","Naltrexone","20_24","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","25_29","Male","Active","norm",0,0
"Methadone","Naltrexone","25_29","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","25_29","Female","Active","norm",0,0
"Methadone","Naltrexone","25_29","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","30_34","Male","Active","norm",0,0
"Methadone","Naltrexone","30_34","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","30_34","Female","Active","norm",0,0
"Methadone","Naltrexone","30_34","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","35_39","Male","Active","norm",0,0
"Methadone","Naltrexone","35_39","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","35_39","Female","Active","norm",0,0
"Methadone","Naltrexone","35_39","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","40_44","Male","Active","norm",0,0
"Methadone","Naltrexone","40_44","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","40_44","Female","Active","norm",0,0
"Methadone","Naltrexone","40_44","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","45_49","Male","Active","norm",0,0
"Methadone","Naltrexone","45_49","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","45_49","Female","Active","norm",0,0
"Methadone","Naltrexone","45_49","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","50_54","Male","Active","norm",0,0
"Methadone","Naltrexone","50_54","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","50_54","Female","Active","norm",0,0
"Methadone","Naltrexone","50_54","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","55_59","Male","Active","norm",0,0
"Methadone","Naltrexone","55_59","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","55_59","Female","Active","norm",0,0
"Methadone","Naltrexone","55_59","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","60_64","Male","Active","norm",0,0
"Methadone","Naltrexone","60_64","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","60_64","Female","Active","norm",0,0
"Methadone","Naltrexone","60_64","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","65_69","Male","Active","norm",0,0
"Methadone","Naltrexone","65_69","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","65_69","Female","Active","norm",0,0
"Methadone","Naltrexone","65_69","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","70_74","Male","Active","norm",0,0
"Methadone","Naltrexone","70_74","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","70_74","Female","Active","norm",0,0
"Methadone","Naltrexone","70_74","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","75_79","Male","Active","norm",0,0
"Methadone","Naltrexone","75_79","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","75_79","Female","Active","norm",0,0
"Methadone","Naltrexone","75_79","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","80_84","Male","Active","norm",0,0
"Methadone","Naltrexone","80_84","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","80_84","Female","Active","norm",0,0
"Methadone","Naltrexone","80_84","Female","Nonactive","norm",0,0
"Methadone","Naltrexone","85_99","Male","Active","norm",0,0
"Methadone","Naltrexone","85_99","Male","Nonactive","norm",0,0
"Methadone","Naltrexone","85_99","Female","Active","norm",0,0
"Methadone","Naltrexone","85_99","Female","Nonactive","norm",0,0
"Methadone","Detox","10_14","Male","Active","norm",0,0
"Methadone","Detox","10_14","Male","Nonactive","norm",0,0
"Methadone","Detox","10_14","Female","Active","norm",0,0
"Methadone","Detox","10_14","Female","Nonactive","norm",0,0
"Methadone","Detox","15_19","Male","Active","norm",0,0
"Methadone","Detox","15_19","Male","Nonactive","norm",0,0
"Methadone","Detox","15_19","Female","Active","norm",0,0
"Methadone","Detox","15_19","Female","Nonactive","norm",0,0
"Methadone","Detox","20_24","Male","Active","norm",0,0
"Methadone","Detox","20_24","Male","Nonactive","norm",0,0
"Methadone","Detox","20_24","Female","Active","norm",0,0
"Methadone","Detox","20_24","Female","Nonactive","norm",0,0
"Methadone","Detox","25_29","Male","Active","norm",0,0
"Methadone","Detox","25_29","Male","Nonactive","norm",0,0
"Methadone","Detox","25_29","Female","Active","norm",0,0
"Methadone","Detox","25_29","Female","Nonactive","norm",0,0
"Methadone","Detox","30_34","Male","Active","norm",0,0
"Methadone","Detox","30_34","Male","Nonactive","norm",0,0
"Methadone","Detox","30_34","Female","Active","norm",0,0
"Methadone","Detox","30_34","Female","Nonactive","norm",0,0
"Methadone","Detox","35_39","Male","Active","norm",0,0
"Methadone","Detox","35_39","Male","Nonactive","norm",0,0
"Methadone","Detox","35_39","Female","Active","norm",0,0
"Methadone","Detox","35_39","Female","Nonactive","norm",0,0
"Methadone","Detox","40_44","Male","Active","norm",0,0
"Methadone","Detox","40_44","Male","Nonactive","norm",0,0
"Methadone","Detox","40_44","Female","Active","norm",0,0
"Methadone","Detox","40_44","Female","Nonactive","norm",0,0
"Methadone","Detox","45_49","Male","Active","norm",0,0
"Methadone","Detox","45_49","Male","Nonactive","norm",0,0
"Methadone","Detox","45_49","Female","Active","norm",0,0
"Methadone","Detox","45_49","Female","Nonactive","norm",0,0
"Methadone","Detox","50_54","Male","Active","norm",0,0
"Methadone","Detox","50_54","Male","Nonactive","norm",0,0
"Methadone","Detox","50_54","Female","Active","norm",0,0
"Methadone","Detox","50_54","Female","Nonactive","norm",0,0
"Methadone","Detox","55_59","Male","Active","norm",0,0
"Methadone","Detox","55_59","Male","Nonactive","norm",0,0
"Methadone","Detox","55_59","Female","Active","norm",0,0
"Methadone","Detox","55_59","Female","Nonactive","norm",0,0
"Methadone","Detox","60_64","Male","Active","norm",0,0
"Methadone","Detox","60_64","Male","Nonactive","norm",0,0
"Methadone","Detox","60_64","Female","Active","norm",0,0
"Methadone","Detox","60_64","Female","Nonactive","norm",0,0
"Methadone","Detox","65_69","Male","Active","norm",0,0
"Methadone","Detox","65_69","Male","Nonactive","norm",0,0
"Methadone","Detox","65_69","Female","Active","norm",0,0
"Methadone","Detox","65_69","Female","Nonactive","norm",0,0
"Methadone","Detox","70_74","Male","Active","norm",0,0
"Methadone","Detox","70_74","Male","Nonactive","norm",0,0
"Methadone","Detox","70_74","Female","Active","norm",0,0
"Methadone","Detox","70_74","Female","Nonactive","norm",0,0
"Methadone","Detox","75_79","Male","Active","norm",0,0
"Methadone","Detox","75_79","Male","Nonactive","norm",0,0
"Methadone","Detox","75_79","Female","Active","norm",0,0
"Methadone","Detox","75_79","Female","Nonactive","norm",0,0
"Methadone","Detox","80_84","Male","Active","norm",0,0
"Methadone","Detox","80_84","Male","Nonactive","norm",0,0
"Methadone","Detox","80_84","Female","Active","norm",0,0
"Methadone","Detox","80_84","Female","Nonactive","norm",0,0
"Methadone","Detox","85_99","Male","Active","norm",0,0
"Methadone","Detox","85_99","Male","Nonactive","norm",0,0
"Methadone","Detox","85_99","Female","Active","norm",0,0
"Methadone","Detox","85_99","Female","Nonactive","norm",0,0
"Methadone","Post-Methadone","10_99","","Active","norm",0.0317966870622866,0
"Methadone","Post-Methadone","10_99","","Nonactive","norm",0.0317966870622866,0
"Detox","No_Treatment","10_14","Male","Active","norm",0,0
"Detox","No_Treatment","10_14","Male","Nonactive","norm",0,0
"Detox","No_Treatment","10_14","Female","Active","norm",0,0
"Detox","No_Treatment","10_14","Female","Nonactive","norm",0,0
"Detox","No_Treatment","15_19","Male","Active","norm",0,0
"Detox","No_Treatment","15_19","Male","Nonactive","norm",0,0
"Detox","No_Treatment","15_19","Female","Active","norm",0,0
"Detox","No_Treatment","15_19","Female","Nonactive","norm",0,0
"Detox","No_Treatment","20_24","Male","Active","norm",0,0
"Detox","No_Treatment","20_24","Male","Nonactive","norm",0,0
"Detox","No_Treatment","20_24","Female","Active","norm",0,0
"Detox","No_Treatment","20_24","Female","Nonactive","norm",0,0
"Detox","No_Treatment","25_29","Male","Active","norm",0,0
"Detox","No_Treatment","25_29","Male","Nonactive","norm",0,0
"Detox","No_Treatment","25_29","Female","Active","norm",0,0
"Detox","No_Treatment","25_29","Female","Nonactive","norm",0,0
"Detox","No_Treatment","30_34","Male","Active","norm",0,0
"Detox","No_Treatment","30_34","Male","Nonactive","norm",0,0
"Detox","No_Treatment","30_34","Female","Active","norm",0,0
"Detox","No_Treatment","30_34","Female","Nonactive","norm",0,0
"Detox","No_Treatment","35_39","Male","Active","norm",0,0
"Detox","No_Treatment","35_39","Male","Nonactive","norm",0,0
"Detox","No_Treatment","35_39","Female","Active","norm",0,0
"Detox","No_Treatment","35_39","Female","Nonactive","norm",0,0
"Detox","No_Treatment","40_44","Male","Active","norm",0,0
"Detox","No_Treatment","40_44","Male","Nonactive","norm",0,0
"Detox","No_Treatment","40_44","Female","Active","norm",0,0
"Detox","No_Treatment","40_44","Female","Nonactive","norm",0,0
"Detox","No_Treatment","45_49","Male","Active","norm",0,0
"Detox","No_Treatment","45_49","Male","Nonactive","norm",0,0
"Detox","No_Treatment","45_49","Female","Active","norm",0,0
"Detox","No_Treatment","45_49","Female","Nonactive","norm",0,0
"Detox","No_Treatment","50_54","Male","Active","norm",0,0
"Detox","No_Treatment","50_54","Male","Nonactive","norm",0,0
"Detox","No_Treatment","50_54","Female","Active","norm",0,0
"Detox","No_Treatment","50_54","Female","Nonactive","norm",0,0
"Detox","No_Treatment","55_59","Male","Active","norm",0,0
"Detox","No_Treatment","55_59","Male","Nonactive","norm",0,0
"Detox","No_Treatment","55_59","Female","Active","norm",0,0
"Detox","No_Treatment","55_59","Female","Nonactive","norm",0,0
"Detox","No_Treatment","60_64","Male","Active","norm",0,0
"Detox","No_Treatment","60_64","Male","Nonactive","norm",0,0
"Detox","No_Treatment","60_64","Female","Active","norm",0,0
"Detox","No_Treatment","60_64","Female","Nonactive","norm",0,0
"Detox","No_Treatment","65_69","Male","Active","norm",0,0
"Detox","No_Treatment","65_69","Male","Nonactive","norm",0,0
"Detox","No_Treatment","65_69","Female","Active","norm",0,0
"Detox","No_Treatment","65_69","Female","Nonactive","norm",0,0
"Detox","No_Treatment","70_74","Male","Active","norm",0,0
"Detox","No_Treatment","70_74","Male","Nonactive","norm",0,0
"Detox","No_Treatment","70_74","Female","Active","norm",0,0
"Detox","No_Treatment","70_74","Female","Nonactive","norm",0,0
"Detox","No_Treatment","75_79","Male","Active","norm",0,0
"Detox","No_Treatment","75_79","Male","Nonactive","norm",0,0
"Detox","No_Treatment","75_79","Female","Active","norm",0,0
"Detox","No_Treatment","75_79","Female","Nonactive","norm",0,0
"Detox","No_Treatment","80_84","Male","Active","norm",0,0
"Detox","No_Treatment","80_84","Male","Nonactive","norm",0,0
"Detox","No_Treatment","80_84","Female","Active","norm",0,0
"Detox","No_Treatment","80_84","Female","Nonactive","norm",0,0
"Detox","No_Treatment","85_99","Male","Active","norm",0,0
"Detox","No_Treatment","85_99","Male","Nonactive","norm",0,0
"Detox","No_Treatment","85_99","Female","Active","norm",0,0
"Detox","No_Treatment","85_99","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","10_14","Male","Active","norm",0,0
"Detox","Buprenorphine","10_14","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","10_14","Female","Active","norm",0,0
"Detox","Buprenorphine","10_14","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","15_19","Male","Active","norm",0,0
"Detox","Buprenorphine","15_19","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","15_19","Female","Active","norm",0,0
"Detox","Buprenorphine","15_19","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","20_24","Male","Active","norm",0,0
"Detox","Buprenorphine","20_24","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","20_24","Female","Active","norm",0,0
"Detox","Buprenorphine","20_24","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","25_29","Male","Active","norm",0,0
"Detox","Buprenorphine","25_29","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","25_29","Female","Active","norm",0,0
"Detox","Buprenorphine","25_29","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","30_34","Male","Active","norm",0,0
"Detox","Buprenorphine","30_34","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","30_34","Female","Active","norm",0,0
"Detox","Buprenorphine","30_34","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","35_39","Male","Active","norm",0,0
"Detox","Buprenorphine","35_39","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","35_39","Female","Active","norm",0,0
"Detox","Buprenorphine","35_39","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","40_44","Male","Active","norm",0,0
"Detox","Buprenorphine","40_44","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","40_44","Female","Active","norm",0,0
"Detox","Buprenorphine","40_44","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","45_49","Male","Active","norm",0,0
"Detox","Buprenorphine","45_49","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","45_49","Female","Active","norm",0,0
"Detox","Buprenorphine","45_49","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","50_54","Male","Active","norm",0,0
"Detox","Buprenorphine","50_54","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","50_54","Female","Active","norm",0,0
"Detox","Buprenorphine","50_54","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","55_59","Male","Active","norm",0,0
"Detox","Buprenorphine","55_59","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","55_59","Female","Active","norm",0,0
"Detox","Buprenorphine","55_59","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","60_64","Male","Active","norm",0,0
"Detox","Buprenorphine","60_64","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","60_64","Female","Active","norm",0,0
"Detox","Buprenorphine","60_64","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","65_69","Male","Active","norm",0,0
"Detox","Buprenorphine","65_69","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","65_69","Female","Active","norm",0,0
"Detox","Buprenorphine","65_69","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","70_74","Male","Active","norm",0,0
"Detox","Buprenorphine","70_74","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","70_74","Female","Active","norm",0,0
"Detox","Buprenorphine","70_74","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","75_79","Male","Active","norm",0,0
"Detox","Buprenorphine","75_79","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","75_79","Female","Active","norm",0,0
"Detox","Buprenorphine","75_79","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","80_84","Male","Active","norm",0,0
"Detox","Buprenorphine","80_84","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","80_84","Female","Active","norm",0,0
"Detox","Buprenorphine","80_84","Female","Nonactive","norm",0,0
"Detox","Buprenorphine","85_99","Male","Active","norm",0,0
"Detox","Buprenorphine","85_99","Male","Nonactive","norm",0,0
"Detox","Buprenorphine","85_99","Female","Active","norm",0,0
"Detox","Buprenorphine","85_99","Female","Nonactive","norm",0,0
"Detox","Naltrexone","10_14","Male","Active","norm",0,0
"Detox","Naltrexone","10_14","Male","Nonactive","norm",0,0
"Detox","Naltrexone","10_14","Female","Active","norm",0,0
"Detox","Naltrexone","10_14","Female","Nonactive","norm",0,0
"Detox","Naltrexone","15_19","Male","Active","norm",0,0
"Detox","Naltrexone","15_19","Male","Nonactive","norm",0,0
"Detox","Naltrexone","15_19","Female","Active","norm",0,0
"Detox","Naltrexone","15_19","Female","Nonactive","norm",0,0
"Detox","Naltrexone","20_24","Male","Active","norm",0,0
"Detox","Naltrexone","20_24","Male","Nonactive","norm",0,0
"Detox","Naltrexone","20_24","Female","Active","norm",0,0
"Detox","Naltrexone","20_24","Female","Nonactive","norm",0,0
"Detox","Naltrexone","25_29","Male","Active","norm",0,0
"Detox","Naltrexone","25_29","Male","Nonactive","norm",0,0
"Detox","Naltrexone","25_29","Female","Active","norm",0,0
"Detox","Naltrexone","25_29","Female","Nonactive","norm",0,0
"Detox","Naltrexone","30_34","Male","Active","norm",0,0
"Detox","Naltrexone","30_34","Male","Nonactive","norm",0,0
"Detox","Naltrexone","30_34","Female","Active","norm",0,0
"Detox","Naltrexone","30_34","Female","Nonactive","norm",0,0
"Detox","Naltrexone","35_39","Male","Active","norm",0,0
"Detox","Naltrexone","35_39","Male","Nonactive","norm",0,0
"Detox","Naltrexone","35_39","Female","Active","norm",0,0
"Detox","Naltrexone","35_39","Female","Nonactive","norm",0,0
"Detox","Naltrexone","40_44","Male","Active","norm",0,0
"Detox","Naltrexone","40_44","Male","Nonactive","norm",0,0
"Detox","Naltrexone","40_44","Female","Active","norm",0,0
"Detox","Naltrexone","40_44","Female","Nonactive","norm",0,0
"Detox","Naltrexone","45_49","Male","Active","norm",0,0
"Detox","Naltrexone","45_49","Male","Nonactive","norm",0,0
"Detox","Naltrexone","45_49","Female","Active","norm",0,0
"Detox","Naltrexone","45_49","Female","Nonactive","norm",0,0
"Detox","Naltrexone","50_54","Male","Active","norm",0,0
"Detox","Naltrexone","50_54","Male","Nonactive","norm",0,0
"Detox","Naltrexone","50_54","Female","Active","norm",0,0
"Detox","Naltrexone","50_54","Female","Nonactive","norm",0,0
"Detox","Naltrexone","55_59","Male","Active","norm",0,0
"Detox","Naltrexone","55_59","Male","Nonactive","norm",0,0
"Detox","Naltrexone","55_59","Female","Active","norm",0,0
"Detox","Naltrexone","55_59","Female","Nonactive","norm",0,0
"Detox","Naltrexone","60_64","Male","Active","norm",0,0
"Detox","Naltrexone","60_64","Male","Nonactive","norm",0,0
"Detox","Naltrexone","60_64","Female","Active","norm",0,0
"Detox","Naltrexone","60_64","Female","Nonactive","norm",0,0
"Detox","Naltrexone","65_69","Male","Active","norm",0,0
"Detox","Naltrexone","65_69","Male","Nonactive","norm",0,0
"Detox","Naltrexone","65_69","Female","Active","norm",0,0
"Detox","Naltrexone","65_69","Female","Nonactive","norm",0,0
"Detox","Naltrexone","70_74","Male","Active","norm",0,0
"Detox","Naltrexone","70_74","Male","Nonactive","norm",0,0
"Detox","Naltrexone","70_74","Female","Active","norm",0,0
"Detox","Naltrexone","70_74","Female","Nonactive","norm",0,0
"Detox","Naltrexone","75_79","Male","Active","norm",0,0
"Detox","Naltrexone","75_79","Male","Nonactive","norm",0,0
"Detox","Naltrexone","75_79","Female","Active","norm",0,0
"Detox","Naltrexone","75_79","Female","Nonactive","norm",0,0
"Detox","Naltrexone","80_84","Male","Active","norm",0,0
"Detox","Naltrexone","80_84","Male","Nonactive","norm",0,0
"Detox","Naltrexone","80_84","Female","Active","norm",0,0
"Detox","Naltrexone","80_84","Female","Nonactive","norm",0,0
"Detox","Naltrexone","85_99","Male","Active","norm",0,0
"Detox","Naltrexone","85_99","Male","Nonactive","norm",0,0
"Detox","Naltrexone","85_99","Female","Active","norm",0,0
"Detox","Naltrexone","85_99","Female","Nonactive","norm",0,0
"Detox","Methadone","10_14","Male","Active","norm",0,0
"Detox","Methadone","10_14","Male","Nonactive","norm",0,0
"Detox","Methadone","10_14","Female","Active","norm",0,0
"Detox","Methadone","10_14","Female","Nonactive","norm",0,0
"Detox","Methadone","15_19","Male","Active","norm",0,0
"Detox","Methadone","15_19","Male","Nonactive","norm",0,0
"Detox","Methadone","15_19","Female","Active","norm",0,0
"Detox","Methadone","15_19","Female","Nonactive","norm",0,0
"Detox","Methadone","20_24","Male","Active","norm",0,0
"Detox","Methadone","20_24","Male","Nonactive","norm",0,0
"Detox","Methadone","20_24","Female","Active","norm",0,0
"Detox","Methadone","20_24","Female","Nonactive","norm",0,0
"Detox","Methadone","25_29","Male","Active","norm",0,0
"Detox","Methadone","25_29","Male","Nonactive","norm",0,0
"Detox","Methadone","25_29","Female","Active","norm",0,0
"Detox","Methadone","25_29","Female","Nonactive","norm",0,0
"Detox","Methadone","30_34","Male","Active","norm",0,0
"Detox","Methadone","30_34","Male","Nonactive","norm",0,0
"Detox","Methadone","30_34","Female","Active","norm",0,0
"Detox","Methadone","30_34","Female","Nonactive","norm",0,0
"Detox","Methadone","35_39","Male","Active","norm",0,0
"Detox","Methadone","35_39","Male","Nonactive","norm",0,0
"Detox","Methadone","35_39","Female","Active","norm",0,0
"Detox","Methadone","35_39","Female","Nonactive","norm",0,0
"Detox","Methadone","40_44","Male","Active","norm",0,0
"Detox","Methadone","40_44","Male","Nonactive","norm",0,0
"Detox","Methadone","40_44","Female","Active","norm",0,0
"Detox","Methadone","40_44","Female","Nonactive","norm",0,0
"Detox","Methadone","45_49","Male","Active","norm",0,0
"Detox","Methadone","45_49","Male","Nonactive","norm",0,0
"Detox","Methadone","45_49","Female","Active","norm",0,0
"Detox","Methadone","45_49","Female","Nonactive","norm",0,0
"Detox","Methadone","50_54","Male","Active","norm",0,0
"Detox","Methadone","50_54","Male","Nonactive","norm",0,0
"Detox","Methadone","50_54","Female","Active","norm",0,0
"Detox","Methadone","50_54","Female","Nonactive","norm",0,0
"Detox","Methadone","55_59","Male","Active","norm",0,0
"Detox","Methadone","55_59","Male","Nonactive","norm",0,0
"Detox","Methadone","55_59","Female","Active","norm",0,0
"Detox","Methadone","55_59","Female","Nonactive","norm",0,0
"Detox","Methadone","60_64","Male","Active","norm",0,0
"Detox","Methadone","60_64","Male","Nonactive","norm",0,0
"Detox","Methadone","60_64","Female","Active","norm",0,0
"Detox","Methadone","60_64","Female","Nonactive","norm",0,0
"Detox","Methadone","65_69","Male","Active","norm",0,0
"Detox","Methadone","65_69","Male","Nonactive","norm",0,0
"Detox","Methadone","65_69","Female","Active","norm",0,0
"Detox","Methadone","65_69","Female","Nonactive","norm",0,0
"Detox","Methadone","70_74","Male","Active","norm",0,0
"Detox","Methadone","70_74","Male","Nonactive","norm",0,0
"Detox","Methadone","70_74","Female","Active","norm",0,0
"Detox","Methadone","70_74","Female","Nonactive","norm",0,0
"Detox","Methadone","75_79","Male","Active","norm",0,0
"Detox","Methadone","75_79","Male","Nonactive","norm",0,0
"Detox","Methadone","75_79","Female","Active","norm",0,0
"Detox","Methadone","75_79","Female","Nonactive","norm",0,0
"Detox","Methadone","80_84","Male","Active","norm",0,0
"Detox","Methadone","80_84","Male","Nonactive","norm",0,0
"Detox","Methadone","80_84","Female","Active","norm",0,0
